case_id,reference_path,distorted_path,distortion_type,width,height,channels,mse_standard,psnr_db,ssim,elapsed_ms,status,error
image_0002_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,171.211591,25.795472,0.529361,208.516375,ok,
image_0002_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,619.142293,20.212899,0.239396,179.324709,ok,
image_0002_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,8.009188,39.094919,0.984453,173.891500,ok,
image_0002_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,16.373640,35.989351,0.966577,177.055250,ok,
image_0002_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,27.523831,33.733715,0.944624,172.611666,ok,
image_0002_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,3.060736,43.272545,0.988599,151.279958,ok,
image_0002_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,9.341482,38.426646,0.973843,145.599083,ok,
image_0002_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719214500_20260719215959_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,18.123525,35.548377,0.934576,151.598709,ok,
image_0003_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,21.956821,34.715109,0.894233,192.624667,ok,
image_0003_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,171.253309,25.794414,0.529569,194.098208,ok,
image_0003_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,619.742730,20.208689,0.239012,198.450375,ok,
image_0003_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,8.007675,39.095739,0.984499,190.166584,ok,
image_0003_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,16.391424,35.984637,0.966601,179.469167,ok,
image_0003_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,27.567426,33.726841,0.944531,180.679541,ok,
image_0003_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,3.064503,43.267203,0.988619,164.717750,ok,
image_0003_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,9.332024,38.431045,0.973939,161.181292,ok,
image_0003_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719220000_20260719221459_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,18.116649,35.550025,0.934577,159.766709,ok,
image_0004_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,21.957682,34.714939,0.894137,200.452375,ok,
image_0004_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,171.248031,25.794548,0.529053,196.574583,ok,
image_0004_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,620.271401,20.204986,0.238594,237.670250,ok,
image_0004_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,8.088722,39.052004,0.984331,187.224709,ok,
image_0004_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,16.474093,35.962789,0.966430,190.615333,ok,
image_0004_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,27.556931,33.728495,0.944459,174.939625,ok,
image_0004_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,3.082727,43.241452,0.988554,160.778875,ok,
image_0004_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,9.409001,38.395369,0.973773,165.362208,ok,
image_0004_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719221500_20260719222959_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,18.238453,35.520924,0.934366,159.810541,ok,
image_0005_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,21.951805,34.716101,0.894060,191.490625,ok,
image_0005_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,171.364770,25.791588,0.529013,193.228625,ok,
image_0005_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,620.505089,20.203350,0.238392,193.029250,ok,
image_0005_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,8.082592,39.055297,0.984333,176.594375,ok,
image_0005_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,16.485110,35.959885,0.966346,178.040500,ok,
image_0005_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,27.653937,33.713234,0.944161,178.305958,ok,
image_0005_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,3.082357,43.241974,0.988550,163.860541,ok,
image_0005_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,9.386520,38.405758,0.973808,170.754917,ok,
image_0005_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719223000_20260719224459_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,18.226069,35.523874,0.934402,231.556875,ok,
image_0006_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,21.951390,34.716183,0.894057,212.435291,ok,
image_0006_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,171.282718,25.793668,0.528655,226.332959,ok,
image_0006_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,620.036704,20.206630,0.238107,195.095750,ok,
image_0006_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,8.137725,39.025773,0.984152,180.460541,ok,
image_0006_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,16.587772,35.932923,0.966006,176.257334,ok,
image_0006_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,27.713892,33.703828,0.943810,204.026333,ok,
image_0006_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,3.120150,43.189049,0.988436,160.164167,ok,
image_0006_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,9.445329,38.378633,0.973628,152.172417,ok,
image_0006_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719224500_20260719225959_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,18.468112,35.466579,0.933993,155.110667,ok,
image_0007_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,22.310014,34.645805,0.893654,233.452708,ok,
image_0007_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,175.226757,25.694799,0.529400,213.150375,ok,
image_0007_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,630.186065,20.136116,0.242204,190.186500,ok,
image_0007_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,7.649660,39.294382,0.983791,187.312958,ok,
image_0007_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,16.408208,35.980192,0.962669,214.461833,ok,
image_0007_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,28.570330,33.571651,0.936777,182.305084,ok,
image_0007_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,3.273099,42.981212,0.987677,157.955625,ok,
image_0007_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,9.522268,38.343400,0.971716,164.890250,ok,
image_0007_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719230000_20260719231459_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,19.264401,35.283249,0.931974,164.711458,ok,
image_0008_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,23.227327,34.470811,0.896786,203.043584,ok,
image_0008_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,186.908790,25.414506,0.544195,192.103750,ok,
image_0008_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,671.390497,19.861052,0.263200,200.282375,ok,
image_0008_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,7.700322,39.265715,0.979090,185.331666,ok,
image_0008_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,20.215315,35.073998,0.941613,191.449875,ok,
